as_of_date,member_id,permno,symbol,ticker_history,company_name,current_security_name,start_date,end_date,source,quote_status
1957-12-31,permno-15915-19570301,15915,CSCS,"DXC, PDI, PNDQ, CSCS",PENN DIXIE INDUSTRIES INC; PENN DIXIE CEM CORP; CONTINENTAL STEEL CORP DE; PENN DIXIE CEMENT CORP; PENNSYLVANIA DIXIE CEM CORP,,1957-03-01,1977-05-18,wrds,ticker_history_requires_override
1957-12-31,permno-18999-19570301,18999,CSP,CSP,COMBUSTION ENGINEERING INC; COMBUSTION ENGR SUPERHEATER INC; SUPERHEATER CO,,1957-03-01,1989-12-15,wrds,auto
1957-12-31,permno-23851-19570301,23851,CSR,CSR,CENTRAL & SOUTH WEST CORP,,1957-03-01,1996-01-02,wrds,reused_symbol_requires_override
1957-12-31,permno-13565-19570301,13565,CSU,"NTS, CSU",CUBAN AMERICAN SUGAR CO; NORTH AMERICAN SUGAR INDS INC,,1957-03-01,1961-08-16,wrds,ticker_history_requires_override
1957-12-31,permno-11543-19570301,11543,CUD,CUD,CUDAHY CO; CUDAHY PACKING CO,,1957-03-01,1971-08-18,wrds,auto
1957-12-31,permno-15528-19570301,15528,CV,CV,COMMERCIAL SOLVENTS CORP,,1957-03-01,1965-06-16,wrds,auto
1957-12-31,permno-23210-19570301,23210,CVX,CVX,CLEVELAND ELECTRIC ILLUM CO,,1957-03-01,1976-06-30,wrds,reused_symbol_requires_override
1957-12-31,permno-18091-19570301,18091,CW,CW,CURTISS WRIGHT CORP,,1957-03-01,1970-04-22,wrds,auto
1957-12-31,permno-19027-19570301,19027,CZ,CZ,CELANESE CORP; CELANESE CORP AMER,,1957-03-01,1987-02-25,wrds,auto
1957-12-31,permno-19203-19570301,19203,D,D,DOUGLAS AIRCRAFT INC,,1957-03-01,1967-04-26,wrds,reused_symbol_requires_override
1957-12-31,permno-22699-19570301,22699,DAY,DAY,DAYCO CORP; DAYTON RUBBER CO; DAY INTERNATIONAL; DAYTON RUBBER MFG CO,,1957-03-01,1965-06-16,wrds,reused_symbol_requires_override
1957-12-31,permno-11607-19570301,11607,DCN,DCN,SPICER MFG CO; DANA CORP,,1957-03-01,1996-01-02,wrds,auto
1957-12-31,permno-23456-19570301,23456,DCO,DCO,DIVCO WAYNE CORP; DIVCO CORP,,1957-03-01,1968-01-17,wrds,auto
1957-12-31,permno-19916-19570301,19916,DCS,"VO, DCS",DISTILLERS CORP SEAGRAMS LTD; SEAGRAM LTD,,1957-03-01,1996-01-02,wrds,ticker_history_requires_override
1957-12-31,permno-11703-19570301,11703,DD,DD,DU PONT E I DE NEMOURS & CO,,1957-03-01,1996-01-02,wrds,reused_symbol_requires_override
1957-12-31,permno-11658-19570301,11658,DEL,"CFF, DEL",CALIFORNIA PACKING CORP; DEL MONTE CORP,,1957-03-01,1979-02-07,wrds,ticker_history_requires_override
1957-12-31,permno-24002-19570301,24002,DEW,"CIV, DEW",DELAWARE POWER & LIGHT CO; DELMARVA POWER & LIGHT CO; CONECTIV INC,,1957-03-01,1976-06-30,wrds,ticker_history_requires_override
1957-12-31,permno-10559-19570301,10559,DG,DG,ASSOCIATED DRY GOODS CORP,,1957-03-01,1986-10-08,wrds,reused_symbol_requires_override
1957-12-31,permno-23237-19570301,23237,DGR,DGR,DENVER & RIO GRANDE WESTN RR CO,,1957-03-01,1970-12-16,wrds,auto
1957-12-31,permno-19254-19570301,19254,DI,DI,DRESSER INDUSTRIES INC; DRESSER MANUFACTURING CO; DRESSER S R MANUFACTURING CO,,1957-03-01,1996-01-02,wrds,reused_symbol_requires_override
1957-12-31,permno-23907-19570301,23907,DIN,DIN,DIANA STORES CORP,,1957-03-01,1964-02-19,wrds,auto
1957-12-31,permno-11690-19570301,11690,DM,DM,DOME MINES LTD,,1957-03-01,1987-08-19,wrds,auto
1957-12-31,permno-25689-19570301,25689,DML,DML,DAN RIVER MLS INC; DAN RIVER INC,,1957-03-01,1972-09-20,wrds,auto
1957-12-31,permno-22648-19570301,22648,DOC,DOC,DOCTOR PEPPER CO,,1957-03-01,1984-02-29,wrds,reused_symbol_requires_override
1957-12-31,permno-20626-19570301,20626,DOW,DOW,DOW CHEMICAL CO,,1957-03-01,1996-01-02,wrds,reused_symbol_requires_override
1957-12-31,permno-22859-19570301,22859,DPL,DPL,D P L INC; DAYTON POWER & LIGHT CO,,1957-03-01,1976-06-30,wrds,auto
1957-12-31,permno-25072-19570301,25072,DQE,"DQU, DQE",D Q E INC; DUQUESNE LT CO; DUQUESNE LIGHT HOLDINGS INC; DUQUESNE LIGHT CO,,1957-03-01,1976-06-30,wrds,ticker_history_requires_override
