as_of_date,member_id,permno,symbol,ticker_history,company_name,current_security_name,start_date,end_date,source,quote_status
1978-12-31,permno-10233-19690515,10233,ABC,"ABP, ABC",FAMOUS PLAYERS LASKY CORP; PARAMOUNT FAMOUS LASKY CORP; PARAMOUNT PUBLIX CORP; PARAMOUNT PICTURES INC; AMERICAN BROADCASTING PARAMOUNT; UNITED PARAMOUNT THEATRES INC; AMERICAN BROADCASTING COS INC,,1969-05-15,1986-01-08,wrds,ticker_history_requires_override
1978-12-31,permno-27713-19741017,27713,ABI,"PKN, PEB, ABI",P E CORP; PERKIN ELMER CORP; APPLIED BIOSYSTEMS INC DEL; APPLERA CORP,,1974-10-17,1996-01-02,wrds,ticker_history_requires_override
1978-12-31,permno-10006-19570301,10006,ACF,ACF,AMERICAN CAR & FDRY CO; A C F INDUSTRIES INC,,1957-03-01,1984-07-18,wrds,auto
1978-12-31,permno-19692-19570301,19692,ACK,ACK,ARMSTRONG WORLD INDUSTRIES INC; ARMSTRONG CORK CO; ARMSTRONG HOLDINGS INC,,1957-03-01,1996-01-02,wrds,auto
1978-12-31,permno-42083-19710304,42083,ACV,ACV,ALBERTO CULVER CO; ALBERTO CULVER CO NEW,,1971-03-04,1996-01-02,wrds,reused_symbol_requires_override
1978-12-31,permno-23341-19570301,23341,ACY,ACY,AMERICAN CYANAMID CO,,1957-03-01,1994-09-26,wrds,auto
1978-12-31,permno-10487-19570301,10487,AD,AD,AMSTED INDUSTRIES INC; AMERICAN STEEL FOUNDRIES,,1957-03-01,1986-05-07,wrds,auto
1978-12-31,permno-19596-19570301,19596,AEG,"UAL, AEG",U A L INC; U A L CORP; ALLEGIS CORP; UNITED AIR LINES INC; UNITED AIR LINES TRANS CORP,,1957-03-01,1994-07-12,wrds,ticker_history_requires_override
1978-12-31,permno-46850-19760701,46850,AET,AET,AETNA INC; AETNA LIFE & CASUALTY CO,,1976-07-01,1996-01-02,wrds,reused_symbol_requires_override
1978-12-31,permno-25873-19651104,25873,AFN,"HLR, AFN",HELLER WALTER E INTL CORP; AMERIFIN CORP; HELLER WALTER E & CO,,1965-11-04,1984-10-24,wrds,ticker_history_requires_override
